%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5

                           truex ,           truey,             purex,           purey,           ekfx,           ekfy
1619936626476459980,0,0.00521305781002,-0.00156936870142,0.00345885542314,3.72044616459e-05,0.00334934408027,-0.00177437374848
1619936626528434038,0,0.00521391981653,-0.00156970230619,0.00345946429352,3.72175705258e-05,0.00379902146208,-0.00137142910995
1619936626576363086,0,0.00521478182428,-0.00157003590768,0.00346007316384,3.72306817165e-05,0.0037498095719,-0.0015667272518
1619936626627731084,0,0.00521564383328,-0.00157036950589,0.00346068203413,3.72437952189e-05,0.00300740314617,-0.00262522575908
1619936626676261901,0,0.00521650584353,-0.0015707031008,0.00346129090436,3.7256911032e-05,0.00335296500388,-0.00181635359117
1619936626726392030,0,0.00521736785503,-0.00157103669244,0.00346189977457,3.72700291568e-05,0.00330722711031,-0.00222406962725
1619936626776415109,0,0.00521822986777,-0.00157137028079,0.00346250864471,3.72831495925e-05,0.00359157830271,-0.00260102947604
1619936626827317953,0,0.00521909188176,-0.00157170386585,0.00346311751482,3.72962723397e-05,0.00253487741171,-0.00139889265017
1619936626876322031,0,0.00521995389699,-0.00157203744763,0.00346372638487,3.73093973978e-05,0.00425047594039,-0.00188246504578
1619936626926609992,0,0.00522081591347,-0.00157237102612,0.00346433525489,3.73225247675e-05,0.0042328631807,-0.00160906171931
1619936626976344108,0,0.0052216779312,-0.00157270460133,0.00346494412485,3.7335654448e-05,0.003337459159,-0.00209153857319
1619936627026474952,0,0.00522253995017,-0.00157303817325,0.00346555299479,3.73487864402e-05,0.0049742861274,-0.00145298013546
1619936627076596975,0,0.00522340197039,-0.00157337174189,0.00346616186466,3.73619207432e-05,0.00452580577891,-0.00177990612383
1619936627126338005,0,0.00522426399186,-0.00157370530724,0.00346677073446,3.73750573571e-05,0.00347204620402,-0.00188588865752
1619936627176337003,0,0.00522512601458,-0.0015740388693,0.00346737960424,3.73881962826e-05,0.0030419179401,-0.00222688992647
1619936627226557016,0,0.00522598803854,-0.00157437242808,0.00346798847396,3.74013375189e-05,0.00450336301072,-0.0016212716407
1619936627277384042,0,0.00522685006374,-0.00157470598358,0.00346859734366,3.7414481067e-05,0.00394223121546,-0.0022049359051
1619936627326267004,0,0.00522771209019,-0.00157503953579,0.00346920621328,3.74276269258e-05,0.004361787307,-0.00160842855392
1619936627376563072,0,0.00522857411789,-0.00157537308471,0.00346981508289,3.74407750963e-05,0.00364680153094,-0.00213688664079
1619936627426383972,0,0.00522943614684,-0.00157570663035,0.00347042395243,3.74539255776e-05,0.00364061366618,-0.000691078692976
1619936627476352930,0,0.00523029817703,-0.00157604017271,0.00347103282194,3.74670783706e-05,0.00365251640788,-0.00219642640101
1619936627526678085,0,0.00523116020847,-0.00157637371177,0.00347164169139,3.74802334744e-05,0.00382818989505,-0.00199797295745
1619936627576364994,0,0.00523202224116,-0.00157670724756,0.00347225056077,3.74933908891e-05,0.00397416567529,-0.00254546173698
1619936627626290082,0,0.00523288427509,-0.00157704078005,0.00347285943013,3.75065506154e-05,0.00319517921873,-0.00181955268334
1619936627678597927,0,0.00523374631026,-0.00157737430927,0.00347346829943,3.75197126526e-05,0.00255503628935,-0.00116049945949
1619936627727233886,0,0.00523460834669,-0.00157770783519,0.0034740771687,3.75328770014e-05,0.00335102816719,-0.00140951392706
1619936627776444911,0,0.00523547038436,-0.00157804135783,0.00347468603791,3.75460436611e-05,0.00382673572773,-0.00192413191122
1619936627827280998,0,0.00523633242328,-0.00157837487719,0.00347529490709,3.75592126324e-05,0.00398438980876,-0.00171321864738
1619936627876559972,0,0.00523719446344,-0.00157870839326,0.0034759037762,3.75723839146e-05,0.00427747262088,-0.00182899577877
1619936627926270008,0,0.00523805650485,-0.00157904190604,0.00347651264529,3.75855575085e-05,0.0033605966277,-0.00224622302735
1619936627976176977,0,0.0052389185475,-0.00157937541554,0.00347712151432,3.75987334132e-05,0.0034903775256,-0.00234961011697
1619936628026608943,0,0.00523978059141,-0.00157970892176,0.00347773038332,3.76119116296e-05,0.00427667864088,-0.00111078597803
1619936628078326940,0,0.00524064263655,-0.00158004242469,0.00347833925226,3.76250921568e-05,0.00473510190323,-0.0011706059858
1619936628126235008,0,0.00524150468295,-0.00158037592433,0.00347894812114,3.7638274995e-05,0.00230153153928,-0.00172449302828
